Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Altallama,New Quantity Altallama,Stock Alert Enabled Altallama,Stock Alert Count Altallama,Tax - Impuesto escolar (4%),Tax - impuesto ventas (21%)
CUZZSDXZXMXJVE2ZPZSFKJYR,Liquin 250ml - W&N,,,,K577074,Material artístico de calidad para uso profesional y educativo.,"Pintura > Pintura al Óleo, Pintura > Pintura al Óleo > Mediums y diluyentes para óleo",Pintura > Pintura al Óleo,,,,884955016466,,Physical good,,,,,,,Y,16.50,,N,,,,,,,0,,,,N,Y
RGKEM2PH36DMOKAGWJQSR37P,Listón 100,,Normal,,712634B,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,9.70,,N,,,,,,,6,,,,N,Y
J2SII2K3QJ424VLKTP7R34YN,Listón 110,,Normal,,N466489,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,10.60,,N,,,,,,,0,,,,N,Y
OCAZMUY3EZ34WJD6762DRAZB,Listón 120,,Normal,,4608754,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,11.60,,N,,,,,,,2,,,,N,Y
OFEGIGYLVBG5H2AUY7PO5MI2,Listón 130,,Normal,,975967L,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,13.35,,N,,,,,,,0,,,,N,Y
WSTUTQJK4RD7B2JJL6RQOKSM,Listón 140,,Normal,,G980347,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,13.50,,N,,,,,,,0,,,,N,Y
425LHPRJAM4UGGUTUGN4JG4U,Listón 146,,Normal,,D164188,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,12.30,,N,,,,,,,0,,,,N,Y
HUNVHKNB2GCBOZX7C3XUISEL,Listón 150,,Normal,,471435X,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,14.15,,N,,,,,,,0,,,,N,Y
FMAX573RBXKQX5ZZTBE3AW2D,Listón 160,,Normal,,152427M,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,16.00,,N,,,,,,,0,,,,N,Y
WUFRNXKJGUNTKL3D5QC3UXJF,Listón 170,,Normal,,5254227,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,16.40,,N,,,,,,,0,,,,N,Y
Y33X6IS74PNELINNWPY43T3N,Listón 180,,Normal,,N280917,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,17.40,,N,,,,,,,0,,,,N,Y
D6P3UN6A56AZPAIQQN7GMEJV,Listón 195,,Normal,,V925830,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,18.85,,N,,,,,,,0,,,,N,Y
PSHHZXGS7PU4JJ5JX5CM4SW6,Listón 200,,Normal,,W105766,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,20.45,,N,,,,,,,0,,,,N,Y
6HWWUF23JNS7JFIT5BRORHGN,Listón 220,,Normal,,811515A,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,17.50,,N,,,,,,,0,,,,N,Y
YQOTZIB6DWFZHYOHHLLQ5P6C,Listón 50cm,,Normal,,E093021,"Tanto los travesaños como los travesaños cortos tienen el mismo precio que lo correspondiente a los listones en su misma medida.
RECORDAD: El travesaño siempre corresponde al lado más corto de el bastidor; si nuestro bastidor es de 220x160 y se le quiere añadir la cruceta, se le dará al cliente el travesaño de 160 cm y dos travesaños cortos para 220",Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,5.50,,N,,,,,,,20,,,,N,Y
FR7BXX5V4HT2ZN4MH2NY7HH4,Listón 60cm,,Normal,,220719Y,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,7.50,,N,,,,,,,2,,,,N,Y
B2KGNZQKW4R5MSHSRJ3OQUVH,Listón 70,,Normal,,Z029785,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,6.75,,N,,,,,,,0,,,,N,Y
R5XMKMRRYGBLM64XFJHMQ5KN,Listón 80,,Normal,,S062601,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,7.70,,N,,,,,,,4,,,,N,Y
3SP3IYYUME2VHMRY53IT6KFL,Listón 90,,Normal,,5348239,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,9.70,,N,,,,,,,0,,,,N,Y
TEAA3JLHJM7XOBY2LGSHB4TF,Listón Pino 5cm X30 Cm Largo escultura,,Normal,,908989Q,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,,,,Y,2.70,,N,,,,,,,0,,,,N,Y
II26ORGCSGCPERQZE6XYKP75,Líder papel - Papel Seda 5 Hojas_negro,,Normal,,K078967,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,visible,Physical good,,,,,,,Y,1.45,,N,,,,,,,5,,,,N,Y
EFAPVS63UWAU7L3AC5E4FCE7,Líder papel - Papel crespón,,,,216028Y,Material artístico de calidad para uso profesional y educativo.,"Papel y Soportes, Papel y Soportes > Papel de dibujo y boceto",Papel y Soportes,,,,,visible,Physical good,,,,,,,Y,2.10,,N,,,,,,,2,,,,N,Y
VILHYVDELJJSQMFI7NVVRX36,Líder papel - Papel seda Variado 10hojas,,,,6609927,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,2.15,,N,,,,,,,1,,,,N,Y
KTCKBBQM376CTQGDFOQASJZ7,Líder papel Dibujo Artístico A4,,Estándar,,4446603,,Blocs y Cuadernos > Blocs y Cuadernos,Blocs y Cuadernos > Blocs y Cuadernos,,,,,visible,Physical good,,,,,,,Y,3.20,,N,,N,,N,,,8,,,,N,Y
NFMLVBDSXL3KKOHD3UTJ2BSC,MANLEY_CAJA_15 U,,Normal,,5333997,,"Pastel, Pastel > Ceras",Pastel,,,,8414326000552,,Physical good,,,,,,,Y,5.80,,N,,,,,,,0,,,,N,Y
LMO2NSVUJ7AMDKFMS56D5PC3,MANLEY_CERA SUELTA_AMARILLO CLARO,,,,602734H,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,6,,,,N,Y
DRUNWGFHU5A22W6PKLDB6Y4N,MANLEY_CERA SUELTA_AMARILLO LIMON,,,,4782572,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,0,,,,N,Y
A5JP5T3CK7F7AL4VQ6CUTBW6,MANLEY_CERA SUELTA_AZUL CLARO,,,,X697992,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,15,,,,N,Y
XNHHJE6MEATT2WOTOP6ABHSV,MANLEY_CERA SUELTA_AZUL OSCURO,,,,736579S,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,3,,,,N,Y
LSDG5XA5K3P5TYVGLCDK53ZD,MANLEY_CERA SUELTA_BLANCO,,,,526983S,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,11,,,,N,Y
VM4HMRN24ITI66QXNJH7PRUA,MANLEY_CERA SUELTA_BURDEOS,,,,9906438,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,0,,,,N,Y
DLONOCWZ2NLTLTN37FB2IIUF,MANLEY_CERA SUELTA_CARNE,,,,D307802,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,1,,,,N,Y
MAWQL27M2UJ6LTB5G6GZ3SHC,MANLEY_CERA SUELTA_CYAN,,,,E705498,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,0,,,,N,Y
2HKFABCX43DYA6YZBSH24Q3Z,MANLEY_CERA SUELTA_LILA,,,,G111462,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,0,,,,N,Y
NYCTKHF5EUL4KK5L5D7MK4NL,MANLEY_CERA SUELTA_NARANJA,,,,3637511,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,0,,,,N,Y
ZHQFBLSPLMNXRZWOZVZSL4GA,MANLEY_CERA SUELTA_NEGRO,,,,Q274412,Material artístico de calidad para uso profesional y educativo.,"Pastel, Pastel > Ceras",Pastel,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,7,,,,N,Y
6OU6ANEPSDYWZQL4TRRXKRF3,MANLEY_CERA SUELTA_ROJO,,,,470248N,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,10,,,,N,Y
VXHG3FYSB7UXVJRVEZDIA2QD,MANLEY_CERA SUELTA_TIERRA SOMBRA TOSTADA,,,,5028619,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,16,,,,N,Y
AB6IYVYFZR5WATERVV2QKJJY,MANLEY_CERA SUELTA_VERDE AMARILLO CLARO,,,,919397P,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,0,,,,N,Y
CWTTDBB2P7NIDRY3B653QZWD,MANLEY_CERA SUELTA_VERDE MANZANA,,,,298169Z,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,7,,,,N,Y
CFM7EZHC4P65SFKJKNHVOPGQ,MANLEY_CERA SUELTA_VERDE PRIMARIO,,,,934567J,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,0.30,,N,,N,,N,,,0,,,,N,Y
KBLZXRZIV7527J56OCJXTTYA,MANLEY_CERAS FLUOR_10U,,,,M120969,,"Pastel, Pastel > Ceras",Pastel,,,,,visible,Physical good,,,,N,N,N,Y,3.80,,N,,N,,N,,,0,,,,N,Y
KLFZRCCEA4SIAP5QJUA6PDGH,MANLEY_CERAS_24U,,,,363191S,,Pastel > Ceras > Ceras Manley,Pastel > Ceras > Ceras Manley,,,,,,Physical good,,,,N,N,N,Y,8.40,,N,,N,,N,,,0,,,,N,Y
TGN4YL6H7J2W37Y76NWTJELC,MATERIAL BELLAS ARTES,,Normal,,S982895,,,,,,,,,Physical good,,,,N,N,N,Y,variable,,N,,N,,N,,,0,,,,N,Y
4VP6D6OKH4JOMO7C6NE7W76X,MENÚ X ALTALLAMA_ACUARELA AMERICANO,,Sin variación,,8071060,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,8.75,,N,,N,,N,,,,,N,0,N,Y
VY43QI7OMKOXJWXGKGWCCS3D,MENÚ X ALTALLAMA_ALUMINIO REPUJADO,,Normal,,2177880,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,6.00,,N,,N,,N,,,,,,,N,Y
CEE6XTDVF3JZN75HV5PQNNTV,MENÚ X ALTALLAMA_ARCILLA-ARABICA,,Sin variación,,202282Z,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,10.00,,N,,N,,N,,,,,,,N,Y
C26N7FLCYXOVZRVA2W6GLU6F,MENÚ X ALTALLAMA_CONTÉ-CORTADO,,Sin variación,,6176039,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,6.50,,N,,N,,N,,,,,,,N,Y
JVKDNX5QWZC34YTM2CXJWXT7,MENÚ X ALTALLAMA_CREMA DI GOUACHE,,Sin variación,,6955292,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,8.50,,N,,N,,N,,,,,,,N,Y
VLFIMGQT2BPHM5ZJZM7VVM2L,MENÚ X ALTALLAMA_LUNGOGRABADO,,Sin variación,,182433E,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,15.90,,N,,N,,N,,,,,,,N,Y
D2FLHO2HPKBF4QXIVG5JDBQS,MENÚ X ALTALLAMA_MACERATO,,Sin variación,,T969734,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,5.50,,N,,N,,N,,,,,,,N,Y
32OO5JVNBYLUS55K3FNPRPB2,MENÚ X ALTALLAMA_MAQUINA COSER,,Sin variación,HORA 1.00,533292G,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,3.00,,N,,N,,N,,,0,,,,N,Y
MXTRY2JPRIC5HWLDOTAZWGST,MENÚ X ALTALLAMA_MAQUINA COSER_DIA COMPLETO,,Sin variación,,2660194,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,15.00,,N,,N,,N,,,0,,,,N,Y
CEDSB7KEPZDEVZVKNMFCDL52,MENÚ X ALTALLAMA_MESA LIBRE,,Sin variación,,6958872,"Mesa libre del art cafe! Traete tu material, o compralo en la ecomonica (mesa gratis con compra de 10 euros o mas)",MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,2.50,,N,,N,,N,,,,,,,N,Y
NWPIABLRF75GRZ5BPEUANBV7,MENÚ X ALTALLAMA_TINTA CHAI-NA,,Sin variación,,512106D,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,9.75,,N,,N,,N,,,,,,,N,Y
VIVHU4MP5BNWZJST26FGDFHV,MENÚ X ALTALLAMA_TORNETINO,,Sin variación,,C483213,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,15.75,,N,,N,,N,,,0,,,,N,Y
CMINXQZ3S6P5SZMMOQ665GAY,MENÚ X ALTALLAMA_TORNO,,Sin variación,HORA 1.00,4270912,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,5.00,,N,,N,,N,,,0,,,,N,Y
WHFV7DG5PYSYPAZGVKHBAOAZ,MENÚ X ALTALLAMA_TORNO_5H,,Sin variación,,5828109,,MENÙ ART CAFE,MENÙ ART CAFE,,,,,,Physical good,,,,N,N,N,Y,19.50,,N,,N,,N,,,0,,,,N,Y
VY6XBFXFMCXZLSWKPE7GN4ZW,MI Teintes 70x100,,Normal,,M388215,,Papel y Soportes > Papel suelto,Papel y Soportes > Papel suelto,,,,3148954232416,visible,Physical good,,,,,,,Y,2.80,,N,,,,,,,14,,,,N,Y
MJ2R4A37RZJT4Y3KTS6Y2OFW,MICHEL - CARPETA CARTON GRIS - 53X76,,,,P902822,Material artístico de calidad para uso profesional y educativo.,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,8422924531750,visible,Physical good,,,,N,N,N,Y,14.50,,N,,N,,N,,,26,,,,N,Y
3A6UP37JKAWCSQAWXE3SMSUH,MICHEL - ESTUCHE MADERA,,Normal,,793700Q,,"Pinceles, Pinceles > Portapinceles",Pinceles,,,,,visible,Physical good,,,,,,,Y,21.20,,N,,,,,,,,,,,N,Y
2IWE4UWUBPHWDBYKWSEOH4YU,MICHELL_PAPEL DIBUJO A1,,Normal,,290379N,,Papel y Soportes > Papel suelto,Papel y Soportes > Papel suelto,,,,,visible,Physical good,,,,N,N,N,Y,0.70,,N,,N,,N,,,100,,,,N,Y
WF5BYHNQ2HLD5PL32CJ5EMOM,MICHEL_2X2_Liston balsa redondo,,,,Y517381,Material artístico de calidad para uso profesional y educativo.,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,visible,Physical good,,,,,,,Y,1.15,,N,,N,,N,,,7,,,,N,Y
FD7CTWVCT5DBAQ3EM3A5TGB2,MICHEL_3X3_Liston balsa redondo,,,,F744220,Material artístico de calidad para uso profesional y educativo.,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,visible,Physical good,,,,,,,Y,1.25,,N,,N,,N,,,49,,,,N,Y
4NMWJT3ELB6SJRGSX6UNVIAM,MICHEL_4X4_Liston balsa redondo,,,,5398773,Material artístico de calidad para uso profesional y educativo.,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,,Physical good,,,,,,,Y,1.80,,N,,N,,N,,,64,,,,N,Y
D3JAFXQ5DUUXBRNFIOA2NVXT,MICHEL_CALCOMOID_A3_HOJA SUELTA CALCAMOID,,Normal,,L968583,,Papel y Soportes > Papel suelto,Papel y Soportes > Papel suelto,,,,,visible,Physical good,,,,,,,Y,0.40,,N,,N,,N,,,,,,,N,Y
ZLZ3CUHOXXB5BPYLAEOH2QE5,MICHEL_CALCOMOID_CUADERNO CALCAMOID,,,,V389006,,"Blocs y Cuadernos, Blocs y Cuadernos > Papel de calco y calcamoid",Blocs y Cuadernos,,,,8422924801044,visible,Physical good,,,,N,N,N,Y,17.25,,N,,N,,N,,,22,,,,N,Y
YUXDISK2JT5VBY5X3X67G5YH,MICHEL_Carpeta Polipropileno a4,,Normal,,174603J,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,N,N,N,Y,9.20,,N,,N,,N,,,1,,,,N,Y
PFNU67UHCQHGNHUQFXJ625B6,MICHEL_Carpeta polipropileno Michel para 50x70 cm,,,,D820570,"Carpeta o funda para organizar, proteger y transportar documentos y trabajos.","Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,N,N,N,Y,25.00,,N,,N,,N,,,5,,,,N,Y
WVON3FCDCD642IBQSIWQSGZN,MICHEL_Carpeta polipropileno Michel para A3,,,,485901Y,Material artístico de calidad para uso profesional y educativo.,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,N,N,N,Y,18.55,,N,,N,,N,,,4,,,,N,Y
5TREOJEXVVZB7PSFVRCOEJYU,MICHEL_ILUSTRACION Y MANGA_CUADERNO,,,,567202J,Cuaderno especializado para ilustración y manga con papel de calidad.,"Blocs y Cuadernos, Blocs y Cuadernos > Cuadernos de ilustración y manga",Blocs y Cuadernos,,,,,,Physical good,,,,,,,Y,12.50,,N,,N,,N,,,3,,,,N,Y
5QVY3B5JH4DMFLAOZU3GLCPT,MICHEL_PALETA PINTOR PLÁSTICO RECTANGULAR 23.4x34cm,,Normal,,824382C,"La paleta plástica rectangular MICHEL_PALETA de 23.4x34 cm es una herramienta práctica y resistente, ideal para mezclar pinturas con facilidad. Perfecta para proyectos de pintura profesional o doméstica.","Herramientas y Accesorios, Herramientas y Accesorios > Paletas y aceiteras",Herramientas y Accesorios,,,,8422924534904,,Physical good,,,,,,,Y,4.60,,N,,,,,,,8,,,,N,Y
TERUZVBSQV3GG6EH74GAZLCS,MICHEL_PINCEL DEPOSITO_AGUA,,,,864679T,Material artístico de calidad para uso profesional y educativo.,"Pinceles, Pinceles > Pinceles de acuarela",Pinceles,,,,8422924537042,,Physical good,,,,N,N,N,Y,2.50,,N,,N,,N,,,0,,,,N,Y
46VCMWBDRSKXPU543E7Y5G5X,MICHEL_PORTAPINCELES_BAMBU,,,,H279813,Estuche enrollable para guardar y transportar pinceles de forma segura y organizada.,"Pinceles, Pinceles > Portapinceles",Pinceles,,,,8712079344429,,Physical good,,,,N,N,N,Y,3.95,,N,,N,,N,,,2,,,,N,Y
TNXNBJAINBNYDRMETAEZSBNL,MICHEL_Paleta Pintor Madera Redonda 30X40,,Normal,,J720705,,Barnices y Mediums > Auxiliares para pintura,Barnices y Mediums > Auxiliares para pintura,,,,,,Physical good,,,,N,N,N,Y,7.10,,N,,N,,N,,,0,,,,N,Y
D2RAIRYSJIQQU45JIPCKCH6N,MILAN_12-14MM_CARBONCILLO,,,,8490706,"Los palos de carbón natural Milan 7805 son ideales para dibujar y crear obras de arte. Este set viene en una caja que contiene 30 unidades de palos de carbón con un diámetro de 9-11 mm. Con la alta calidad de los materiales de Milan, estos palos ofrecen una experiencia de dibujo suave y precisa para artistas de todos los niveles.",Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574078067,,Physical good,,,,N,N,N,Y,1.20,,N,,N,,N,,,8,,,,N,Y
YFFZDQMAAW6HNLIYHH6KCNPM,MILAN_22x10x150MM_CARBONCILLO,,,,263652E,"Los palos de carbón natural Milan 7805 son ideales para dibujar y crear obras de arte. Este set viene en una caja que contiene 30 unidades de palos de carbón con un diámetro de 9-11 mm. Con la alta calidad de los materiales de Milan, estos palos ofrecen una experiencia de dibujo suave y precisa para artistas de todos los niveles.",Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574017806,,Physical good,,,,N,N,N,Y,1.70,,N,,N,,N,,,13,,,,N,Y
CESS747II3RHEHY3KHDXI4N4,MILAN_3-5MM_CARBONCILLO,,Normal,,S178443,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574078012,,Physical good,,,,N,N,N,Y,0.50,,N,,N,,N,,,33,,Y,15,N,Y
NV5KCVZLW63VCARZYBQT2VWW,MILAN_4X15X150MM_CARBONCILLO,,,,R395647,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574017783,,Physical good,,,,N,N,N,Y,0.80,,N,,N,,N,,,1,,Y,1,N,Y
755ERXSPQY24NJX4LDDI44OL,MILAN_6-8MM_CARBONCILLO,,,,A829576,"Los palos de carbón natural Milan 7805 son ideales para dibujar y crear obras de arte. Este set viene en una caja que contiene 30 unidades de palos de carbón con un diámetro de 9-11 mm. Con la alta calidad de los materiales de Milan, estos palos ofrecen una experiencia de dibujo suave y precisa para artistas de todos los niveles.",Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574078036,,Physical good,,,,N,N,N,Y,0.50,,N,,N,,N,,,2,,,,N,Y
ZBT4GLOFTTK5WYGV3NWI5IFF,MILAN_9-11MM_CARBONCILLO,,,,D725333,"Los palos de carbón natural Milan 7805 son ideales para dibujar y crear obras de arte. Este set viene en una caja que contiene 30 unidades de palos de carbón con un diámetro de 9-11 mm. Con la alta calidad de los materiales de Milan, estos palos ofrecen una experiencia de dibujo suave y precisa para artistas de todos los niveles.",Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574078050,,Physical good,,,,N,N,N,Y,0.70,,N,,N,,N,,,97,,Y,1,N,Y
JHMHGPBAZVS5NTJGOKI2KTXO,MILAN_ACUARELA_SET 12,,,,629704Q,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574101710,,Physical good,,,,N,N,N,Y,14.60,,N,,N,,N,,,0,,,,N,Y
LCQRPMAINLLQQHZZ7T4MDPBQ,MILAN_ACUARELA_SET 24,,,,2977637,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574101727,,Physical good,,,,N,N,N,Y,27.30,,N,,N,,N,,,0,,,,N,Y
X7R5KS73UFIKKOUPQBAVHYLM,MILAN_ARCILLA NATURAL_BLANCA,,,,8506532,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574092674,,Physical good,,,,N,N,N,Y,2.90,,N,,N,,N,,,14,,,,N,Y
44FI64JXNVVSU354WG3MZAGQ,MILAN_ARCILLA NATURAL_TERRACOTA,,,,3034634,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574092681,,Physical good,,,,N,N,N,Y,2.90,,N,,N,,N,,,14,,,,N,Y
Y66A3ZBN6VZGFEKFC3OREOVA,MILAN_BOLIGRAFO ANTIBACTERIAL_NEGRO,,,,9942628,Material artístico de calidad para uso profesional y educativo.,"Material de Escritura, Material de Escritura > Bolígrafos",Material de Escritura,,,,8411574088745,,Physical good,,,,N,N,N,Y,1.35,,N,,N,,N,,,14,,,,N,Y
LSNUBD5NOIKBIGB2CU4MFEGL,MILAN_BOLIGRAFO ANTIBACTERIAL_ROJO,,,,764803M,,"Material de Escritura, Material de Escritura > Bolígrafos",Material de Escritura,,,,8411574056584,,Physical good,,,,N,N,N,Y,1.35,,N,,N,,N,,,2,,,,N,Y
RMDSZTN7OGLAXNOHVYRMS6LA,MILAN_BOTELLA_BEIGE,,,,560986Y,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574092636,,Physical good,,,,N,N,N,Y,17.15,,N,,N,,N,,,1,,,,N,Y
ZMPHGBKA7QL3FLLGZTSTYQSB,MILAN_BOTELLA_SUNSET,,,,887484K,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,8411574092650,,Physical good,,,,N,N,N,Y,18.00,,N,,N,,N,,,0,,,,N,Y
6BZUVK373SROMIMURDXY7M2X,MILAN_CARVING BLOC_15x9,,Normal,,5872692,,"Blocs y Cuadernos, Blocs y Cuadernos > Blocs de dibujo y sketching",Blocs y Cuadernos,,,,8414034699130,,Physical good,,,,,,,Y,2.60,,N,,,,,,,46,,,,N,Y
LJU2VBCRKJDMONV2JEOXXWUD,MILAN_CARVING BLOC_A4,,Normal,,3287703,,"Blocs y Cuadernos, Blocs y Cuadernos > Blocs de dibujo y sketching",Blocs y Cuadernos,,,,8414034699154,,Physical good,,,,,,,Y,12.00,,N,,,,,,,3,,,,N,Y
4XH2RXZCOCNPGMRADRT6AGZ3,MILAN_CINTA ADHESIVA_BRILLANTE TRANSPARENTE,,Normal,,J731069,,Lápices y Grafito > Carboncillo,Lápices y Grafito > Carboncillo,,,,88411574802279,,Physical good,,,,N,N,N,Y,1.20,,N,,N,,N,,,7,,,,N,Y
